ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2010-01-28;;01;B;NX;20100128;8;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;543;205;82875;018;KMHEU41CP8;3098336
M1;2010-01-25;;01;B;NX;20100125;Y;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;091;205;104896;007;KMHEU41CP8;3098342
M1;2010-01-12;;01;C21S;MT;20100112;8;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;SX4 Sedan (AA) 1580cm3;;;SX4;05;e4*01/116*0124*01;01;286;165;217750;477;JSAGYC21S0;3098446
M1;2010-07-28;;01;ZNR10(W);ZNR10L-GWMDKW(1F);20100621;9;5;AC;;5;1420;2035;2035;4370;1770;1620;01;1590;81;4;false;false;Toyota;COROLLA VERSO Farmari (AC) 1590cm3;;;COROLLA VERSO;05;e11*01/116*0222*05;01;684;178;71892;264;NMTEZ16R90;3098650
M1;2010-03-12;;01;CW821;ABAAA6A7A;20091022;8;5;AC;;7;1770;2360;2360;4640;1800;1680;02;1960;103;4;true;false;Mitsubishi;OUTLANDER Farmari (AC) 1960cm3;;;OUTLANDER;05;e1*01/116*0406*04;02;167;183;164325;801;JMBXJCW8W8;3100764
M1;2010-01-20;;05;FH11;1A15B34HCL5;20100120;0;;AF;;5;1255;1695;1695;4000;1710;1490;01;1590;110;4;true;;Opel;CORSA Monikäyttöajoneuvo (AF) 1590cm3;;;CORSA;05;e1*01/116*0379*05;01;049;189;69857;029;W0L0SDL088;3101081
M1;2010-05-04;;01;ACBZBX0;FA6FA69G100ST0GGS;20080626;0;4;AC;;5;1556;2150;2150;4870;1820;1537;01;1798;118;4;true;false;Volkswagen;PASSAT Farmari (AC) 4ov 1798cm3 A;2;6;PASSAT;05;e1*01/116*0307*14;01;398;199;180977;151;WVWZZZ3CZ8;3101470
M1;2010-01-04;;01;J1;X;20100104;8;;AD;;4;1387;1740;1740;4400;1760;1330;01;1970;105;4;;;Hyundai;COUPE Coupé (AD) 1970cm3;;;COUPE;05;e11*98/14*0186*04;01;205;193;52749;871;KMHHN61DP8;3102430
M1;2010-01-08;;01;E5;TWN;20100108;8;4;AF;;5;1187;1600;1600;3830;1670;1500;02;1490;65;4;true;false;Hyundai;GETZ Monikäyttöajoneuvo (AF) 1490cm3;;;GETZ;05;e4*98/14*0066*11;02;050;118;64611;276;KMHBU51VP8;3102471
M1;2010-01-28;;01;F5G14B;M51AZ1;20100128;9;4;AF;;5;1623;2140;;4350;1840;1730;01;1975;104;4;false;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;049;194;103170;029;U6YJE55258;3103170
M1;2010-01-22;;01;F5G14B;M51AZ1;20100122;9;4;AF;;5;1623;2140;;4350;1840;1730;01;1975;104;4;false;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;445;194;76384;216;U6YJE55258;3103171
M1;2010-01-27;;01;F5G14B;M51AZ1;20100127;6;4;AF;;5;1623;2140;;4350;1840;1730;01;1975;104;4;false;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;153;194;124051;558;U6YJE55258;3103178
M1;2010-05-17;;01;F5G14B;M51AZ1;20090702;1;4;AF;;5;1623;2140;;4350;1840;1730;01;1975;104;4;false;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;205;194;69429;879;U6YJE55258;3103229
M1;2010-03-01;;01;F5G14B;M51AZ1;20090529;1;4;AF;;5;1623;2140;;4350;1840;1730;01;1975;104;4;false;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;075;194;132235;496;U6YJE55258;3103230
M1;2010-01-12;;01;F5G14A;M51AZ1;20100112;6;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;153;194;118878;554;U6YJE55258;3103234
M1;2010-01-05;;01;F5G14A;M51AZ1;20100105;2;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;911;194;568328;757;U6YJE55258;3103243
M1;2010-06-18;;01;BBN8K;81;20100618;3;;AB;;5;1475;1930;1930;4420;1800;1540;01;2350;125;4;;;Dodge;CALIBER Viistoperä (AB) 2350cm3;;;CALIBER;05;e11*01/116*0142*05;01;167;179;158908;801;1B3HBN8K68;3103467
M1;2010-05-11;;01;C5DF9;LD;20100511;2;4;AF;;7;2175;2775;;5143;1954;1750;02;2777;120;4;true;;Chrysler;GRAND VOYAGER Monikäyttöajoneuvo (AF) 4ov 2777cm3 A;2;6;GRAND VOYAGER;05;e11*01/116*0144*00;02;564;247;103049;905;1A8HSH4978;3103468
M1;2010-01-15;;01;E;QY;20100115;9;;AA;;5;1688;2150;2150;4800;1830;1480;02;1990;103;4;true;;Hyundai;SONATA Sedan (AA) 1990cm3;;;SONATA;05;e11*01/116*0241*04;02;743;191;149868;601;KMHEU41VP8;3103804
M1;2010-03-10;;01;ACBWKX1;AM6AM6A6004ND0GG;20100310;6;4;AC;;5;1621;2170;;4520;1809;1706;01;1390;110;4;true;;Volkswagen;TIGUAN Farmari (AC) 4ov 1390cm3;1;6;TIGUAN;05;e1*01/116*0450*02;01;758;199;81109;996;WVGZZZ5NZ8;3104011
M1;2010-05-20;;01;F5G14B;M51AZ1;20100520;9;4;AF;;5;1623;2140;;4350;1840;1730;01;1975;104;4;false;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;422;194;35893;817;U6YJE55258;3104925
M1;2010-01-28;;01;F5G14B;M51AZ1;20090601;6;4;AF;;5;1623;2140;2140;4350;1840;1730;01;1975;104;4;false;false;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;179;194;52947;418;U6YJE55258;3104926
M1;2010-01-25;;01;F5G14B;M51AZ1;20100125;6;4;AF;;5;1623;2140;;4350;1840;1730;01;1975;104;4;false;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 4ov 1975cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;291;194;119136;178;U6YJE55258;3104929
M1;2010-03-01;;01;F5G11A;M51AZ1;20100301;2;5;AF;;5;1542;2050;2050;4350;1800;1700;01;1970;104;4;false;false;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;109;190;112187;132;U6YJE55228;3104958
M1;2010-01-14;;01;F5G14A;M51AZ1;20100114;9;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;683;194;108376;976;U6YJE55258;3104960
M1;2010-01-08;;01;F5G14A;M51AZ1;20100108;6;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;777;194;68000;896;U6YJE55258;3104961
M1;2010-01-13;;01;F5G14A;M51AZ1;20100113;6;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;734;194;47312;241;U6YJE55258;3104962
M1;2010-01-11;;01;F5G14A;M51AZ1;20100111;6;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;285;194;81803;487;U6YJE55258;3104974
M1;2010-01-15;;01;F5G14A;M51AZ1;20100115;2;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;732;194;96487;989;U6YJE55258;3104978
M1;2010-01-27;;01;ABBSWX01;NFM5FM52R02715;20100127;1;4;AB;;5;1245;1685;;4099;1642;1513;02;1896;77;4;true;;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;297;129;123545;701;TMBCG65J08;3105637
M1;2010-01-27;;01;ABBSWX01;NFM5FM52R02715;20100127;1;4;AB;;5;1245;1685;;4099;1642;1513;02;1896;77;4;true;;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;564;129;107710;908;TMBCG65J58;3105639
M1;2010-01-27;;01;ABBSWX01;NFM5FM52R02715;20100127;1;4;AB;;5;1245;1685;;4099;1642;1513;02;1896;77;4;true;;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;837;129;153117;338;TMBBG65J08;3105642
M1;2010-01-26;;01;ALA30(WT);ALA30L-AWFGYW(1C);20100126;1;;AF;;5;1660;2190;2190;4400;1820;1720;02;2230;100;4;true;;Toyota;RAV4 Monikäyttöajoneuvo (AF) 2230cm3;;;RAV4;05;e6*01/116*0105*02;02;578;173;145933;883;JTMBA31V20;3107232
M1;2010-01-21;;01;B5D21;A43CZ1;20100121;6;;AF;;5;1373;1840;1840;4250;1780;1480;02;1580;84;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 1580cm3;;;i 30;05;e11*01/116*0313*04;02;285;155;179200;484;KMHDC51TP8;3107828
M1;2010-02-10;;01;ABBSWX01;NFM5FM52R02715;20100210;1;4;AB;;5;1245;1685;;4099;1642;1513;02;1896;77;4;true;;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;297;129;95128;703;TMBCG65J18;3107913
M1;2010-01-25;;01;ABBSWX01;NFM5FM52R02715;20100125;8;4;AB;;5;1245;1685;;4099;1642;1513;02;1896;77;4;true;;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;146;129;211826;812;TMBCG65JX8;3107915
M1;2010-02-24;;01;ABBSWX01;NFM5FM52R02715;20090810;8;5;AB;;5;1245;1685;1685;4099;1642;1498;02;1896;77;4;true;false;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;678;129;132093;921;TMBCG65J48;3107917
M1;2010-02-05;;01;ABBSWX01;NFM5FM52R02715;20100205;8;4;AB;;5;1245;1685;;4099;1642;1513;02;1896;77;4;true;;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;911;129;200749;757;TMBCG65J98;3107919
M1;2010-02-05;;01;ABBSWX01;NFM5FM52R02715;20100205;8;4;AB;;5;1245;1685;;4099;1642;1513;02;1896;77;4;true;;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;285;129;125396;481;TMBCG65J98;3107920
M1;2010-06-17;;01;ME31;AA;20100617;2;2;AB;;4;1135;1510;;3699;1683;1407;01;1397;70;4;false;;Mini;ONE Viistoperä (AB) 2ov 1397cm3;1;6;ONE;05;e1*01/116*0343*08;01;091;128;88400;009;WMWME31070;3108984
M1;2010-02-15;;01;ABBNVX01;NFM5FM52R01414;20100215;1;4;AB;;5;1205;1645;;4099;1642;1513;02;1422;59;3;true;;Skoda;FABIA Viistoperä (AB) 4ov 1422cm3;1;5;FABIA;05;e11*01/116*0291*14;02;848;120;192312;826;TMBBF65J98;3109436
M1;2010-03-15;;01;ACBTSX01;NFM5FM52T08714;20100315;8;4;AC;;5;1165;1605;;4343;1642;1551;01;1598;77;4;false;;Skoda;FABIA Farmari (AC) 4ov 1598cm3;1;5;FABIA;05;e11*01/116*0291*14;01;092;165;126409;016;TMBGD65J18;3109439
M1G;2010-02-10;;01;CZ71;CZ7144??;20080215;0;4;AF;;7;2129;;2740;;;;02;2400;136;5;false;false;Volvo;XC90 Monikäyttöajoneuvo (AF) 2400cm3;;;XC90;05;e9*01/116*0046*14;02;564;219;232616;904;YV1CZ71448;3109942
M1;2010-01-14;;01;AXBMNX11;QMAM62Q0187GG;20100114;0;;AF;;5;1643;2188;2188;4490;1780;1620;02;1960;125;4;true;;Seat;ALTEA 4 FREETRACK Monikäyttöajoneuvo (AF) 1960cm3;;;ALTEA 4 FREETRACK;05;e9*01/116*0050*18;02;398;179;165470;155;VSSZZZ5PZ8;3110292
M1;2010-09-20;;01;1;1;20080724;8;4;AF;1;5;1569;2050;2050;4520;1820;1680;01;1990;110;4;false;false;Honda;CR-V Monikäyttöajoneuvo (AF) 1990cm3;;;CR-V;05;e11*01/116*0301*00;01;049;192;146397;022;SHSRE57508;3110664
M1;2010-01-15;;01;1;2;20100115;0;;AF;;5;1604;2080;2080;4520;1820;1680;01;1990;110;4;;;Honda;CR-V Monikäyttöajoneuvo (AF) 1990cm3;;;CR-V;05;e11*01/116*0301*00;01;091;195;154896;009;SHSRE58708;3110739
M1;2010-04-30;;01;VF91;AA;20100430;6;;AA;;5;1445;1890;1890;4520;1820;1420;01;1990;125;4;;;BMW;320i Sedan (AA) 1990cm3;;;320i;05;e1*01/116*0308*08;01;200;146;86525;;WBAVF91050;3111585
M1;2010-02-01;;01;LCAGAF1;FAVW0010R8K60;20080222;6;4;AA;;5;1570;2045;2045;4851;1826;1437;02;1968;105;4;true;false;Audi;A4 Sedan (AA) 4ov 1968cm3;3;;A4;05;e1*01/116*0430*05;02;049;154;50803;021;WAUZZZ8K18;3111949
M1G;2010-02-12;;01;AA2;014;20080207;0;4;AC;;5;2745;3175;3175;4788;1928;1784;02;3628;200;8;true;false;Land Rover;RANGE ROVER SPORT Farmari (AC) 4ov 3628cm3 A;2;6;RANGE ROVER SPORT;05;e11*01/116*0243*03;02;684;294;107392;261;SALLSAA248;3112347
M1;2010-01-29;;01;ZZT251(W);ZZT251L-AWMEKW(1J);20100129;5;;AC;;5;1390;1820;1820;4720;1760;1530;01;1790;95;4;;;Toyota;AVENSIS Farmari (AC) 1790cm3;;;AVENSIS;05;e11*01/116*0196*08;01;893;172;46510;669;SB1ER56L00;3112732
M1;2010-01-08;;01;ABBSWX01;NFM5FM52R02715;20100108;2;4;AB;;5;1245;1685;;4099;1642;1513;02;1896;77;4;true;;Skoda;FABIA Viistoperä (AB) 4ov 1896cm3;1;5;FABIA;05;e11*01/116*0291*14;02;915;129;189264;783;TMBBG65J38;3113666
M1G;2010-09-09;;01;C5D54;A51AZ1;20100105;8;5;AC;;5;1928;2570;2570;4650;1890;1730;02;2180;114;4;true;false;Hyundai;SANTA FE Farmari (AC) 2180cm3;;;SANTA FE;05;e11*01/116*0270*02;02;564;212;86361;909;KMHSH81WP8;3114194
M1;2010-02-23;;01;19F;7;20100223;2;4;AF;;7;1550;2150;;4565;1755;1665;01;1999;107;4;false;;Mazda;5 Monikäyttöajoneuvo (AF) 4ov 1999cm3 A;2;5;5;05;e13*01/116*0156*05;01;049;198;79061;026;JMZCR19F78;3114647
M1;2010-06-18;;01;19R;6;20100618;2;4;AF;;7;1610;2250;;4565;1755;1665;02;1998;105;4;true;;Mazda;5 Monikäyttöajoneuvo (AF) 4ov 1998cm3;1;6;5;05;e13*01/116*0156*05;02;108;162;184671;392;JMZCR19R68;3114661
M1;2010-09-02;;01;19R;6;20100112;1;4;AF;;7;1610;2250;2250;4565;1755;1665;02;1998;105;4;true;false;Mazda;5 Monikäyttöajoneuvo (AF) 4ov 1998cm3;1;6;5;05;e13*01/116*0156*05;02;047;162;129892;994;JMZCR19R68;3114674
M1;2010-01-29;;01;B;NX;20100129;0;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;091;205;216310;003;KMHEU41CP8;3114918
M1;2010-01-29;;01;B;NX;20100129;0;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;091;205;176314;009;KMHEU41CP8;3114920
M1;2010-01-29;;01;B;NX;20100129;Y;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;505;205;96650;046;KMHEU41CP8;3114923
M1;2010-01-29;;01;B;NX;20100129;Y;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;638;205;140668;061;KMHEU41CP8;3114924
M1;2010-01-25;;01;B;NX;20100125;2;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;837;205;37691;335;KMHEU41CP8;3114925
M1;2010-01-20;;01;B;NX;20100120;8;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;272;205;72207;673;KMHEU41CP8;3114927
M1;2010-01-28;;01;B;NX;20100128;8;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;405;205;114148;542;KMHEU41CP8;3114928
M1;2010-01-28;;01;B;NX;20100128;8;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;286;205;95911;453;KMHEU41CP8;3114929
M1;2010-01-28;;01;B;NX;20100128;8;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;049;205;98425;023;KMHEU41CP8;3114930
M1;2010-01-30;;01;B;NX;20100130;6;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;020;205;90136;378;KMHEU41CP8;3114931
M1;2010-01-29;;01;B;NX;20100129;6;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;398;205;107217;156;KMHEU41CP8;3114932
M1;2010-01-28;;01;B;NX;20100128;6;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;694;205;126396;111;KMHEU41CP8;3114934
M1;2010-01-29;;01;B;NX;20100129;Y;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;285;205;150283;486;KMHEU41CP8;3114935
M1;2010-01-28;;01;B;NX;20100128;Y;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;543;205;113907;019;KMHEU41CP8;3114936
M1;2010-01-28;;01;B;NX;20100128;Y;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;092;205;62953;013;KMHEU41CP8;3114937
M1;2010-01-04;;01;E;QY;20100104;6;;AA;;5;1688;2150;2150;4800;1830;1480;02;1990;103;4;true;;Hyundai;SONATA Sedan (AA) 1990cm3;;;SONATA;05;e11*01/116*0241*04;02;915;191;233529;788;KMHEU41VP8;3114960
M1;2010-01-15;;01;E;QY;20100115;6;;AA;;5;1688;2150;2150;4800;1830;1480;02;1990;103;4;true;;Hyundai;SONATA Sedan (AA) 1990cm3;;;SONATA;05;e11*01/116*0241*04;02;285;191;137062;482;KMHEU41VP8;3114962
M1;2010-01-04;;01;E;QY;20100104;6;;AA;;5;1688;2150;2150;4800;1830;1480;02;1990;103;4;true;;Hyundai;SONATA Sedan (AA) 1990cm3;;;SONATA;05;e11*01/116*0241*04;02;638;191;55855;068;KMHEU41VP8;3114963
M1;2010-01-27;;01;B;NX;20100127;9;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;SONATA Sedan (AA) 2350cm3;;;SONATA;05;e11*01/116*0241*04;01;049;205;81863;021;KMHEU41CP8;3114997
M1;2010-07-15;;01;F5G14A;M51AZ1;20100618;2;5;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;false;false;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;1;5;SPORTAGE;05;e4*01/116*0120*02;01;753;194;88967;014;U6YJE55258;3115042
M1;2010-01-25;;01;CW821;ABAAA6A7A;20100125;2;;AC;;7;1770;2360;2360;4640;1800;1680;02;1960;103;4;true;;Mitsubishi;OUTLANDER Farmari (AC) 1960cm3;;;OUTLANDER;05;e1*01/116*0406*04;02;276;183;217955;805;JMBXJCW8W8;3115433
M1;2010-01-26;;01;NT31;AB;20100126;6;;AA;;5;1565;2030;2030;4840;1850;1470;01;1990;125;4;;;BMW;520i Sedan (AA) 1990cm3;;;520i;05;e1*01/116*0230*11;01;638;164;137426;064;WBANT31040;3117127
M1;2010-01-05;;01;19F;6;20090720;6;4;AC;;5;1430;1970;1970;4770;1800;1490;01;1990;108;4;false;false;Mazda;6 Farmari (AC) 1990cm3;;;6;05;e1*01/116*0448*01;01;109;171;91681;134;JMZGH19F60;3118303
M1;2010-04-09;;01;19L;6;20080701;8;5;AC;1;5;1455;2010;2010;4770;1800;1490;01;2480;125;4;false;false;Mazda;6 Farmari (AC) 2480cm3;1;6;6;05;e1*01/116*0448*01;01;853;193;145744;203;JMZGH19L60;3118319
M1;2010-06-17;;05;B5D51;M61BZ1;20100617;2;;AF;;5;1429;1900;1900;4250;1780;1480;02;1990;103;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 1990cm3;;;i 30;05;e11*01/116*0313*03;02;286;145;139560;451;KMHDC51UP8;3118360
M1;2010-01-11;;05;CW921;AAAAA6B5C;20100111;8;;AC;;5;1730;2360;2360;4640;1800;1680;02;1960;103;4;true;;Mitsubishi;OUTLANDER Farmari (AC) 1960cm3;;;OUTLANDER;05;e1*01/116*0406*04;02;837;174;95635;334;JMBXJCW8W8;3118448
M1;2010-04-08;;01;;;20070214;2;5;AC;;5;1742;2220;2220;4760;1860;1530;01;2520;154;5;true;false;Volvo;XC70 Farmari (AC) 5ov 2520cm3 A;2;;XC70;05;;01;529;266;110172;211;YV4SZ59207;3118866
M1;2010-01-27;;01;LCAGAF1;FAVW0010R8K60;20081229;8;4;AA;1;5;1570;2045;2045;4851;1826;1437;02;1968;105;4;true;false;Audi;A4 Sedan (AA) 4ov 1968cm3;3;;A4 TDi;05;e1*01/116*0430*05;02;858;154;187606;042;WAUZZZ8K08;3119017
M1;2010-02-01;;01;ADT250(WC);ADT250L-AWFEYW(1J);20080505;8;5;AC;;5;1540;1970;1970;4720;1760;1530;02;1990;93;4;true;;Toyota;AVENSIS Farmari (AC) 1990cm3;;;AVENSIS;05;e11*01/116*0196*08;02;893;149;199126;669;SB1ED56L60;3119264
M1;2010-04-30;;01;VA91;01;20100430;6;4;AA;;5;1680;2150;;4580;1817;1447;01;3999;309;8;false;;BMW;M 3 Sedan (AA) 4ov 3999cm3;1;6;M 3;05;e1*01/116*0345*02;01;604;295;955491;339;WBSVA91020;3122074
M1;2010-01-25;;01;PT11;1A12ADVABX4;20100125;7;2;AE;;4;1495;1865;;4476;1759;1411;01;1598;85;4;false;;Opel;ASTRA TWIN TOP Avoauto (AE) 2ov 1598cm3;1;5;ASTRA TWIN TOP;05;e4*01/116*0094*08;01;927;163;136154;031;W0L0AHL678;3123293
M1;2010-01-25;;01;19F;6;20100125;0;4;AF;;7;1485;2125;;4565;1755;1665;01;1999;107;4;false;;Mazda;5 Monikäyttöajoneuvo (AF) 4ov 1999cm3;1;6;5;05;e13*01/116*0156*05;01;286;187;78482;451;JMZCR19F68;3125443
M1;2010-02-23;;01;19F;6;20100114;0;4;AF;;7;1485;2125;;4565;1755;1665;01;1999;107;4;false;;Mazda;5 Monikäyttöajoneuvo (AF) 4ov 1999cm3;1;6;5;05;e13*01/116*0156*05;01;152;187;128550;615;JMZCR19F68;3125444
M1;2010-02-10;;01;19F;6;20100210;6;4;AF;;7;1485;2125;;4565;1755;1665;01;1999;107;4;false;;Mazda;5 Monikäyttöajoneuvo (AF) 4ov 1999cm3;1;6;5;05;e13*01/116*0156*05;01;049;187;100733;022;JMZCR19F68;3125445
M1;2010-03-16;;01;19F;6;20100316;0;4;AF;;7;1485;2125;;4565;1755;1665;01;1999;107;4;false;;Mazda;5 Monikäyttöajoneuvo (AF) 4ov 1999cm3;1;6;5;05;e13*01/116*0156*05;01;049;187;85932;026;JMZCR19F68;3125447
M1;2010-02-15;;05;F5G11A;M51AZ1;20100215;2;;AF;;5;1542;2050;2050;4350;1800;1700;01;1970;104;4;;;Kia;SPORTAGE Monikäyttöajoneuvo (AF) 1970cm3;;;SPORTAGE;05;e4*01/116*0120*02;01;179;190;195991;403;U6YJE55228;3125847
M1;2010-07-12;;01;ACBMNX01;NFM6FM62Q017;20080411;0;4;AC;;5;1520;1985;1985;4672;1769;1522;02;1968;125;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1968cm3;1;6;OCTAVIA;05;e11*01/116*0230*26;02;734;156;152000;253;TMBUH61Z58;3126017
M1;2010-03-26;;01;B5D21;M54AZ1;20100326;Y;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;84;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*03;02;146;125;220452;814;KMHDC51TP8;3127141
M1;2010-02-12;;01;LV3;137;20100212;1;4;AA;;5;1645;2055;;4815;1810;1450;02;1991;110;4;true;;Chevrolet;EPICA Sedan (AA) 4ov 1991cm3 A;2;6;EPICA;05;e4*01/116*0068*13;02;541;210;203277;755;KL1LA69RJ8;3128763
